1980,10.9179,,,,
1981,11.494,,,,
1982,10.2496,,,,
1983,10.5943,,,,
1984,10.5414,,,,
1985,10.2111,,,,
1986,11.3595,,,,
1987,11.5206,,,,
1988,11.1153,,,,
1989,10.6498,,,,
1990,11.649,,,,
1991,11.4465,,,,
1992,11.2338,,,,
1993,10.2851,,,,
1994,11.2261,,,,
1995,11.0804,,,,
1996,10.5601,,,,
1997,10.6778,,,,
1998,11.8613,,,,
1999,11.6927,,,,
2000,11.3565,,,,
2001,11.4032,,,,
2002,11.2443,,,,
2003,11.299,,,,
2004,11.1523,,,,
2005,11.5399,,,,
2006,11.9106,,,,
2007,11.5371,,,,
2008,10.698,,,,
2009,10.7437,,,,
2010,11.1052,,,,
2011,11.1906,,,,
2012,12.5663,,,,
2013,10.6635,,,,
2014,10.7512,,,,
2015,11.8297,,,,
2016,12.1484,,,,
2017,12.0688,,,,
2018,11.502,,,,
2019,10.9164,,,,
2020,,12.4114,12.8066,12.3578,12.7983
2021,,12.9955,13.3952,12.9,13.4019
2022,,11.7429,12.152,11.6932,12.2015
2023,,12.0568,12.5268,12.0639,12.5914
2024,,12.0456,12.5159,12.0717,12.6298
2025,,11.6817,12.2243,11.7527,12.3341
2026,,12.8118,13.3606,12.9035,13.51
2027,,13.0016,13.5504,13.1382,13.7255
2028,,12.6217,13.1891,12.7484,13.4122
2029,,12.1337,12.7183,12.2924,12.9591
2030,,13.1061,13.6688,13.2338,13.923
2031,,12.9298,13.5268,13.0618,13.8051
2032,,12.7404,13.4001,12.913,13.6745
2033,,11.7897,12.4009,11.9258,12.6903
2034,,12.7392,13.3346,12.8881,13.5991
2035,,12.6646,13.1824,12.7937,13.4751
2036,,12.1996,12.6933,12.3555,13.0281
2037,,12.3659,12.826,12.5503,13.1922
2038,,13.5115,14.0242,13.7106,14.3716
2039,,13.2927,13.828,13.4878,14.1994
2040,,12.9196,13.5663,13.1764,13.9244
2041,,12.9726,13.6398,13.248,14.0109
2042,,12.8065,13.4407,13.0929,13.8524
2043,,12.8613,13.4966,13.1523,13.9313
2044,,12.7424,13.3756,13.1041,13.8655
2045,,13.1529,13.7657,13.5234,14.2947
2046,,13.5208,14.164,13.9032,14.7168
2047,,13.1678,13.7969,13.5438,14.3545
2048,,12.2839,12.8933,12.66,13.4908
2049,,12.3346,12.8741,12.703,13.539
2050,,12.787,13.3141,13.2157,14.0295
2051,,12.8471,13.3539,13.2898,14.1324
2052,,14.1984,14.7197,14.6728,15.503
2053,,12.292,12.8106,12.8069,13.7113
2054,,12.3317,12.8368,12.9192,13.7814
2055,,13.3708,13.8766,13.972,14.8338
2056,,13.6489,14.1848,14.2411,15.2022
2057,,13.5279,14.0583,14.1187,15.1403
2058,,12.9722,13.4933,13.6447,14.706
2059,,12.4085,12.8645,13.0732,14.1094
2060,,13.8561,14.7848,14.5266,15.9552
2061,,14.3427,15.3339,15.0281,16.5933
2062,,13.1042,14.0706,13.8924,15.4043
2063,,13.3895,14.3937,14.2154,15.7347
2064,,13.3594,14.3902,14.2881,15.8347
2065,,12.9605,14.1045,13.8922,15.5453
2066,,14.0736,15.2737,15.0368,16.7383
2067,,14.243,15.443,15.2784,16.9567
2068,,13.858,15.0492,14.9285,16.6618
2069,,13.3129,14.5739,14.4252,16.2075
2070,,14.2325,15.5433,15.3907,17.1371
2071,,14.0413,15.3758,15.2301,17.0473
2072,,13.9214,15.2401,15.1326,16.9309
2073,,12.946,14.2731,14.1785,16.0278
2074,,13.8845,15.1256,15.1379,16.973
2075,,13.8054,14.9863,15.049,16.8739
2076,,13.3338,14.4512,14.6419,16.466
2077,,13.4931,14.5558,14.8201,16.6797
2078,,14.6634,15.7043,15.9879,17.8179
2079,,14.4308,15.5128,15.8635,17.7004
2080,,14.1123,15.23,15.6161,17.4542
2081,,14.1372,15.2901,15.7034,17.7127
2082,,13.9424,15.0251,15.507,17.4462
2083,,13.9606,15.0452,15.5618,17.593
2084,,13.7884,14.8683,15.4409,17.4608
2085,,14.1549,15.226,15.8709,17.8518
2086,,14.4754,15.6309,16.2937,18.311
2087,,14.1177,15.2413,16.0065,18.0421
2088,,13.18,14.3274,15.1676,17.2427
2089,,13.1283,14.2566,15.1682,17.2205
2090,,13.5387,14.6829,15.6333,17.8017
2091,,13.5784,14.6743,15.7168,17.8795
2092,,14.8809,15.9563,17.0742,19.1772
2093,,12.9808,14.0683,15.2584,17.4638
2094,,13.0196,14.1049,15.3573,17.5399
2095,,14.0806,15.1341,16.4132,18.5866
2096,,14.3853,15.3799,16.7396,18.9517
2097,,14.2664,15.2233,16.599,18.8138
2098,,13.7523,14.7024,16.1528,18.4043
2099,,13.2224,14.0284,15.64,17.7855